Time-Date,CPU Usage (%),Memory Usage (%),User Count,scale needed
2024-04-28 15:00:00,89,27,218,1
2024-04-28 16:00:00,55,65,257,0
2024-04-28 17:00:00,58,82,252,0
2024-04-28 18:00:00,86,25,302,1
2024-04-28 19:00:00,62,21,451,1
2024-04-28 20:00:00,53,50,110,0
2024-04-28 21:00:00,47,49,419,1
2024-04-28 22:00:00,55,20,499,1
2024-04-28 23:00:00,71,80,285,1
2024-04-29 00:00:00,5,77,438,1
2024-04-29 01:00:00,6,59,43,0
2024-04-29 02:00:00,46,69,386,0
2024-04-29 03:00:00,28,51,458,1
2024-04-29 04:00:00,67,41,210,0
2024-04-29 05:00:00,49,36,375,0
2024-04-29 06:00:00,42,68,232,0
2024-04-29 07:00:00,21,41,291,0
2024-04-29 08:00:00,56,63,48,0
2024-04-29 09:00:00,13,43,410,1
2024-04-29 10:00:00,95,54,374,1
2024-04-29 11:00:00,11,41,263,0
2024-04-29 12:00:00,38,48,172,0
2024-04-29 13:00:00,12,36,424,1
2024-04-29 14:00:00,59,56,119,0
2024-04-29 15:00:00,64,69,353,0
2024-04-29 16:00:00,39,36,220,0
2024-04-29 17:00:00,6,57,75,0
2024-04-29 18:00:00,8,84,430,1
2024-04-29 19:00:00,45,90,52,0
2024-04-29 20:00:00,35,55,109,0
2024-04-29 21:00:00,37,38,89,0
2024-04-29 22:00:00,16,55,59,0
2024-04-29 23:00:00,17,28,406,1
2024-04-30 00:00:00,79,86,294,1
2024-04-30 01:00:00,67,50,454,1
2024-04-30 02:00:00,66,45,363,0
2024-04-30 03:00:00,30,45,465,1
2024-04-30 04:00:00,21,55,169,0
2024-04-30 05:00:00,70,61,158,0
2024-04-30 06:00:00,49,31,402,1
2024-04-30 07:00:00,90,22,265,1
2024-04-30 08:00:00,88,32,360,1
2024-04-30 09:00:00,85,37,70,1
2024-04-30 10:00:00,85,52,476,1
2024-04-30 11:00:00,75,49,226,1
2024-04-30 12:00:00,21,44,174,0
2024-04-30 13:00:00,8,24,273,0
2024-04-30 14:00:00,12,60,418,1
2024-04-30 15:00:00,25,47,396,0
2024-04-30 16:00:00,62,20,303,0
2024-04-30 17:00:00,23,88,369,0
2024-04-30 18:00:00,81,74,236,1
2024-04-30 19:00:00,20,30,312,0
2024-04-30 20:00:00,44,22,284,0
2024-04-30 21:00:00,77,67,239,1
2024-04-30 22:00:00,78,76,16,1
2024-04-30 23:00:00,18,61,421,1
